Tweet_Text,Reply_Count,Retweet_Count,Like_Count,View_Count,Language,Source,Username,Location,year,month,day,hour,minute,weekday,Post_ID,ID_Source,month_name,clean_Text,bert_sentiment,bert_neg,bert_neu,bert_pos,emotion_type,location_cleaned,topic_id,topic_probability,topic_words,topic_prob
@BarronTNews_ Is there a Bill Gates vaccine?,0.0,1.0,5.0,50.0,English,Twitter,Utahfarmersorg1,Niger,2025,10,22,8,13,Wednesday,SYN_60212a7ca9346be3,Synthetic_ID,October,Is there a Bill Gates vaccine,negative,1,0,0,none,"Minna, Niger",6,0.46234430640647306,"to, his, gmo, the, of",0.6155490922463496
"@DOlusegun Those who believe Nigeria has nothing to offer and which it falls, well you're getting your answers.

Nigeria shall be great 
Nigeria will win",5.0,0.0,18.0,3080.0,English,Twitter,bar_tunde,Lagos,2024,4,13,9,44,Saturday,SYN_b56099c92364924f,Synthetic_ID,April,Those who believe Nigeria has nothing to offer and which it falls well youre getting your answers Nigeria shall be great Nigeria will win,positive,0,0,1,distrust,"Ikeja, Lagos",8,0.7811876280963623,"nigeria, answers, offer, win, falls",1.0
@DOlusegun This will not trend,2.0,0.0,0.0,427.0,English,Twitter,bukme_arb,Lagos,2024,4,13,10,8,Saturday,SYN_4530f6cad2bf60d7,Synthetic_ID,April,This will not trend,neutral,0,1,0,none,"Ikeja, Lagos",11,1.0,"trend, will, not, this, cohesion",0.9719659048982705
"@DOlusegun Those who believe Nigeria has nothing to offer and which it falls, well you're getting your answers.

Nigeria shall be great 
Nigeria will win",5.0,0.0,18.0,3080.0,English,Twitter,bar_tunde,Lagos,2024,4,13,9,44,Saturday,SYN_e2e733a6e9b78974,Synthetic_ID,April,Those who believe Nigeria has nothing to offer and which it falls well youre getting your answers Nigeria shall be great Nigeria will win,positive,0,0,1,distrust,"Ikeja, Lagos",8,1.0,"nigeria, answers, offer, win, falls",0.5875956745756366
@DOlusegun This will not trend,2.0,0.0,0.0,427.0,English,Twitter,bukme_arb,Lagos,2024,4,13,10,8,Saturday,SYN_fd09238be6a625a5,Synthetic_ID,April,This will not trend,neutral,0,1,0,none,"Ikeja, Lagos",11,1.0,"trend, will, not, this, cohesion",1.0
"@DOlusegun Those who believe Nigeria has nothing to offer and which it falls, well you're getting your answers.

Nigeria shall be great 
Nigeria will win",5.0,0.0,18.0,3080.0,English,Twitter,bar_tunde,Lagos,2024,4,13,9,44,Saturday,SYN_61116ea05d9c01a1,Synthetic_ID,April,Those who believe Nigeria has nothing to offer and which it falls well youre getting your answers Nigeria shall be great Nigeria will win,positive,0,0,1,distrust,"Ikeja, Lagos",8,1.0,"nigeria, answers, offer, win, falls",1.0
@DOlusegun This will not trend,2.0,0.0,0.0,427.0,English,Twitter,bukme_arb,Lagos,2024,4,13,10,8,Saturday,SYN_533a11cabf80b568,Synthetic_ID,April,This will not trend,neutral,0,1,0,none,"Ikeja, Lagos",11,1.0,"trend, will, not, this, cohesion",1.0
"@DOlusegun Those who believe Nigeria has nothing to offer and which it falls, well you're getting your answers.

Nigeria shall be great 
Nigeria will win",5.0,0.0,18.0,3080.0,English,Twitter,bar_tunde,Lagos,2024,4,13,9,44,Saturday,SYN_b124d392665064ec,Synthetic_ID,April,Those who believe Nigeria has nothing to offer and which it falls well youre getting your answers Nigeria shall be great Nigeria will win,positive,0,0,1,distrust,"Ikeja, Lagos",8,1.0,"nigeria, answers, offer, win, falls",1.0
@DOlusegun This will not trend,2.0,0.0,0.0,427.0,English,Twitter,bukme_arb,Lagos,2024,4,13,10,8,Saturday,SYN_c0fd054d92cdcc1d,Synthetic_ID,April,This will not trend,neutral,0,1,0,none,"Ikeja, Lagos",11,1.0,"trend, will, not, this, cohesion",1.0
"@DOlusegun Those who believe Nigeria has nothing to offer and which it falls, well you're getting your answers.

Nigeria shall be great 
Nigeria will win",5.0,0.0,18.0,3080.0,English,Twitter,bar_tunde,Lagos,2024,4,13,9,44,Saturday,SYN_4377728fc4ac4b79,Synthetic_ID,April,Those who believe Nigeria has nothing to offer and which it falls well youre getting your answers Nigeria shall be great Nigeria will win,positive,0,0,1,distrust,"Ikeja, Lagos",8,0.9419550961507485,"nigeria, answers, offer, win, falls",1.0
@DOlusegun This will not trend,2.0,0.0,0.0,427.0,English,Twitter,bukme_arb,Lagos,2024,4,13,10,8,Saturday,SYN_bd67322869316c32,Synthetic_ID,April,This will not trend,neutral,0,1,0,none,"Ikeja, Lagos",11,1.0,"trend, will, not, this, cohesion",0.945813419332613
@Beautybyclarez_ Maries stopes @Labcoatgiirl,2.0,1.0,6.0,2883.0,English,Twitter,enodamade,Lagos,2024,6,2,17,13,Sunday,SYN_6dd5c591e3d0ddff,Synthetic_ID,June,Maries stopes,positive,0,0,1,none,"Ikeja, Lagos",1,0.2815615733869932,"so, congratulations, good, thank, baby",0.33940149028071553
@enodamade Welldone…,0.0,0.0,1.0,46.0,English,Twitter,mz_iyanu,Lagos,2024,12,8,19,0,Sunday,SYN_d6d0ffa7e19ef489,Synthetic_ID,December,Welldone,positive,0,0,1,none,"Ikeja, Lagos",7,0.19871075736195076,"so, congratulations, good, thank, baby",0.39605851341775383
@enodamade Welldone…,0.0,0.0,1.0,46.0,English,Twitter,mz_iyanu,Lagos,2024,12,8,19,0,Sunday,SYN_4c64b953b9d8f797,Synthetic_ID,December,Welldone,positive,0,0,1,none,"Ikeja, Lagos",7,0.18431121719191526,"so, congratulations, good, thank, baby",0.40887089149520184
@harryfisherEMTP Even giving people one of those micro-printed sheets with accurate information can't really be called informed consent. People have to be told in plain terms about the path of devastation these products have caused. And how little good they do.,3.0,0.0,10.0,448.0,English,Twitter,lynnexxa,Lagos,2024,10,18,21,50,Friday,SYN_aaffff715d46dc8e,Synthetic_ID,October,Even giving people one of those microprinted sheets with accurate information cant really be called informed consent People have to be told in plain terms about the path of devastation these products have caused And how little good they do,negative,1,0,0,none,"Ikeja, Lagos",-1,0.053341759351156336,,0.034853250693356846
"@HerbalistChief Unfortunately, our wives who will take our children to the hospital for postnatal are not aware of this sinister move.😌😌😌",1.0,0.0,1.0,265.0,English,Twitter,RichKal5,Lagos,2024,11,30,13,4,Saturday,SYN_9e555a46320bf9c1,Synthetic_ID,November,Unfortunately our wives who will take our children to the hospital for postnatal are not aware of this sinister move,negative,1,0,0,none,"Ikeja, Lagos",3,1.0,"her, at, yrs, money, months",0.6781801841815954
@IanCopeland5 What happened to hydroxychloroquine?,0.0,0.0,2.0,192.0,English,Twitter,Crewstified,Lagos,2024,12,4,11,4,Wednesday,SYN_dee083a7000f0814,Synthetic_ID,December,What happened to hydroxychloroquine,negative,1,0,0,none,"Ikeja, Lagos",0,0.19248561172092696,,0.15526217787415897
@IanCopeland5 Where are the cases in Nigeria you are asking??? Nigeria? Hmm uhhh probably buried with all the other horrors and evils that take place in Africa that barely scratch the surface. 🧐,0.0,0.0,0.0,12.0,English,Twitter,TXpearlpalms,Lagos,2025,8,5,22,27,Tuesday,SYN_f2d57f0cfb674d11,Synthetic_ID,August,Where are the cases in Nigeria you are asking Nigeria Hmm uhhh probably buried with all the other horrors and evils that take place in Africa that barely scratch the surface,negative,1,0,0,none,"Ikeja, Lagos",8,0.601604009287203,"nigeria, answers, offer, win, falls",1.0
@Incognito_qfs @physecks7 I have uncovered why all Indian people are scared of dogs,1.0,0.0,2.0,3688.0,English,Twitter,Purpman123,Lagos,2025,6,30,22,30,Monday,SYN_972e2883331e08bd,Synthetic_ID,June,I have uncovered why all Indian people are scared of dogs,negative,1,0,0,fear,"Ikeja, Lagos",-1,0.08163671493091663,,0.024179122294731178
@Incognito_qfs I wonder what would happen if you gave them ivermectin and nattokinase,4.0,0.0,6.0,23299.0,English,Twitter,StephanSabeski,Lagos,2025,6,30,21,27,Monday,SYN_1b1715851d29952f,Synthetic_ID,June,I wonder what would happen if you gave them ivermectin and nattokinase,negative,1,0,0,none,"Ikeja, Lagos",2,0.08195619188434494,"free, hospitals, its, with, the",0.10447101851203908
@instablog9ja When??,0.0,0.0,1.0,294.0,English,Twitter,KDanliman,Kano,2024,10,18,8,31,Friday,SYN_e6c6053eee410b07,Synthetic_ID,October,When,positive,0,0,1,none,"Kano, Kano",5,0.24970908294799446,"when, yaaas, age, months, which",0.15255869999077282
"@instablog9ja I'll pass, would rather wait for testimonies before I can be convinced",0.0,0.0,0.0,34.0,English,Twitter,GooErubs,Abia,2024,10,18,10,0,Friday,SYN_78ebf052058e263c,Synthetic_ID,October,Ill pass would rather wait for testimonies before I can be convinced,positive,0,0,1,none,"Umuahia, Abia",-1,0.014115949825989195,,0.010593696810769044
"@liz_churchill10 A crime against the Nuremberg Code. In times of war, he stands dead on it. In peacetime, an extremely long prison sentence.",1.0,0.0,1.0,85.0,English,Twitter,Katzenkiesel,Lagos,2025,11,8,12,31,Saturday,SYN_9d8e2e051177e30d,Synthetic_ID,November,A crime against the Nuremberg Code In times of war he stands dead on it In peacetime an extremely long prison sentence,negative,1,0,0,none,"Ikeja, Lagos",9,0.45287728412308065,"lies, matters, is, lie, bullshitor",0.38904862840493004
@MAGAVoice I bet big pharma and a large swath of doctors are pissed.  Healthy people means less profits.,1.0,2.0,15.0,257.0,English,Twitter,TrollingTears,Lagos,2025,11,4,6,32,Tuesday,SYN_ccb1f154bd389e2e,Synthetic_ID,November,I bet big pharma and a large swath of doctors are pissed Healthy people means less profits,negative,1,0,0,fear,"Ikeja, Lagos",3,0.19622628078352194,"her, at, yrs, money, months",0.32440117137743796
@Mss_Deeynah We already know don't even stress yasef.,0.0,0.0,0.0,95.0,English,Twitter,Elyusuph,Lagos,2024,8,27,23,22,Tuesday,SYN_ca3ff42c14cfabb7,Synthetic_ID,August,We already know dont even stress yasef,negative,1,0,0,distrust,"Ikeja, Lagos",9,1.0,"lies, matters, is, lie, bullshitor",0.3449026421279842
@Mss_Deeynah 😂 why is vaccine the response to a weak- strain of a virus in the bush???,0.0,0.0,0.0,33.0,English,Twitter,00123479A,Lagos,2024,8,28,3,30,Wednesday,SYN_71a69081de3d7a32,Synthetic_ID,August,why is vaccine the response to a weak strain of a virus in the bush,negative,1,0,0,none,"Ikeja, Lagos",0,1.0,"the, vaccine, of, in, to",1.0
"@muhammadpate @officialABAT @WHO @gavi @MastercardFdn @FCDOGovUK @vestergaard @AfricaCDC @UNICEF_Nigeria @WorldBank @USAIDGH @GlobalFund This man is a fraud. He is out to line his pocket. Pate, you are a fraudster like Tinubu.",0.0,0.0,0.0,60.0,English,Twitter,Christophe72119,Abia,2024,12,1,15,49,Sunday,SYN_0d141bf1fe508d14,Synthetic_ID,December,This man is a fraud He is out to line his pocket Pate you are a fraudster like Tinubu,negative,1,0,0,none,"Umuahia, Abia",9,0.6129880308777976,"lies, matters, is, lie, bullshitor",1.0
@Nic21121970 https://t.co/RVKzsOeogt,1.0,0.0,1.0,0.0,English,Twitter,maudij67,Niger,2021,11,7,17,59,Sunday,SYN_05639b49712fa8a7,Synthetic_ID,November,,positive,0,0,1,none,"Minna, Niger",5,1.0,"when, yaaas, age, months, which",0.7989507130389724
"@NigeriaGov @NGRPresident 🇳🇬📌 Do U kno stc30 stemcell cures, shrinks &amp;removes fibroids in just 30days &amp; it also cures Diseases like diabetes, infertility,prostate,cancer,stroke,tumor, immunes &amp;it cures all chronic diseases.? Click link to chat me on whatsapp 4more info: https://t.co/PTSB5Tvewn ..",0.0,0.0,0.0,0.0,English,Twitter,EmmanuelAroge,Lagos,2021,4,2,11,4,Friday,SYN_c70023cb1e2fd12c,Synthetic_ID,April,Do U kno stc stemcell cures shrinks ampremoves fibroids in just days amp it also cures Diseases like diabetes infertilityprostatecancerstroketumor immunes ampit cures all chronic diseases Click link to chat me on whatsapp more info,negative,1,0,0,none,"Ikeja, Lagos",-1,0.0950470880626853,,0.13181247526370665
@NigeriaGov @NGRPresident Vaccine wey no go reach me. Huge opportunity for the Minister and people to Cash Out Big on this covid-19 business.,0.0,0.0,0.0,0.0,English,Twitter,DriverNeed,Lagos,2021,4,4,15,33,Sunday,SYN_0f95d7ea40931be8,Synthetic_ID,April,Vaccine wey no go reach me Huge opportunity for the Minister and people to Cash Out Big on this covid business,negative,1,0,0,fear,"Ikeja, Lagos",6,0.3176249662706868,"to, his, gmo, the, of",0.2704256865463665
"@NigeriaGov @NGRPresident 🇳🇬📌 Do U kno stc30 stemcell cures, shrinks &amp;removes fibroids in just 30days &amp; it also cures Diseases like diabetes, infertility,prostate,cancer,stroke,tumor, immunes &amp;it cures all chronic diseases.? Click link to chat me on whatsapp 4more info: https://t.co/PTSB5Tvewn ..",0.0,0.0,0.0,0.0,English,Twitter,EmmanuelAroge,Lagos,2021,4,2,11,4,Friday,SYN_d082b521f84ee3e2,Synthetic_ID,April,Do U kno stc stemcell cures shrinks ampremoves fibroids in just days amp it also cures Diseases like diabetes infertilityprostatecancerstroketumor immunes ampit cures all chronic diseases Click link to chat me on whatsapp more info,negative,1,0,0,none,"Ikeja, Lagos",-1,0.09637060750354831,,0.12779077908436093
"@NigeriaGov @NGRPresident 🇳🇬📌 Do U kno stc30 stemcell cures, shrinks &amp;removes fibroids in just 30days &amp; it also cures Diseases like diabetes, infertility,prostate,cancer,stroke,tumor, immunes &amp;it cures all chronic diseases.? Click link to chat me on whatsapp 4more info: https://t.co/PTSB5Tvewn ..",0.0,0.0,0.0,0.0,English,Twitter,EmmanuelAroge,Lagos,2021,4,2,11,4,Friday,SYN_6c229704b7a11cf1,Synthetic_ID,April,Do U kno stc stemcell cures shrinks ampremoves fibroids in just days amp it also cures Diseases like diabetes infertilityprostatecancerstroketumor immunes ampit cures all chronic diseases Click link to chat me on whatsapp more info,negative,1,0,0,none,"Ikeja, Lagos",-1,0.09581552514487941,,0.12811429250301748
"@NigeriaGov Very good, but it has to be Pfizer or moderna, not at all with Oxford-Astrazeneca.",0.0,0.0,0.0,0.0,English,Twitter,OEgbevurie,Niger,2021,4,1,16,1,Thursday,SYN_b4aa65b7e1debb10,Synthetic_ID,April,Very good but it has to be Pfizer or moderna not at all with OxfordAstrazeneca,positive,0,0,1,anger,"Minna, Niger",-1,0.1712700667264693,,0.030064480830988855
"@NigeriaGov @NGRPresident 🇳🇬📌 Do U kno stc30 stemcell cures, shrinks &amp;removes fibroids in just 30days &amp; it also cures Diseases like diabetes, infertility,prostate,cancer,stroke,tumor, immunes &amp;it cures all chronic diseases.? Click link to chat me on whatsapp 4more info: https://t.co/PTSB5Tvewn ..",0.0,0.0,0.0,0.0,English,Twitter,EmmanuelAroge,Lagos,2021,4,2,11,4,Friday,SYN_5c063665936a3627,Synthetic_ID,April,Do U kno stc stemcell cures shrinks ampremoves fibroids in just days amp it also cures Diseases like diabetes infertilityprostatecancerstroketumor immunes ampit cures all chronic diseases Click link to chat me on whatsapp more info,negative,1,0,0,none,"Ikeja, Lagos",-1,0.09235619902530895,,0.12227229974221636
@NigeriaStories Very ugly distasteful woman,0.0,0.0,0.0,53.0,English,Twitter,eriknaija,Lagos,2025,8,11,17,52,Monday,SYN_63226c2ad99539bb,Synthetic_ID,August,Very ugly distasteful woman,negative,1,0,0,none,"Ikeja, Lagos",1,0.1507119968369196,,0.1701206684527975
"@NigeriaStories For accepting GMO, you get honoured 😔",0.0,0.0,0.0,81.0,English,Twitter,salakokarzim,Lagos,2025,8,11,18,35,Monday,SYN_81b17c7ba48cd567,Synthetic_ID,August,For accepting GMO you get honoured,positive,0,0,1,none,"Ikeja, Lagos",-1,0.14430977712038384,"to, his, gmo, the, of",0.19079417540611965
"@NigeriaStories GMo floods Nigeria 
Madam Nafdac recently told Nigerians GMo is safe for them without any reputable research into it. We see a miscreant disguising as a Philanthropist was conferred a national honor, same seen donating  monies to health in Nigeria,  we saw the covid shenanigans..",0.0,0.0,1.0,23.0,English,Twitter,AviMed007,Lagos,2025,8,12,13,41,Tuesday,SYN_eccfd974044d5c93,Synthetic_ID,August,GMo floods Nigeria Madam Nafdac recently told Nigerians GMo is safe for them without any reputable research into it We see a miscreant disguising as a Philanthropist was conferred a national honor same seen donating monies to health in Nigeria we saw the covid shenanigans,negative,1,0,0,fear,"Ikeja, Lagos",6,0.18549653294697066,"to, his, gmo, the, of",0.2385676499935248
@NigeriaStories Very ugly distasteful woman,0.0,0.0,0.0,53.0,English,Twitter,eriknaija,Lagos,2025,8,11,17,52,Monday,SYN_ac91a47cc53f98b9,Synthetic_ID,August,Very ugly distasteful woman,negative,1,0,0,none,"Ikeja, Lagos",1,0.1506754792761376,"so, congratulations, good, thank, baby",0.18395017764705787
"@NigeriaStories For accepting GMO, you get honoured 😔",0.0,0.0,0.0,81.0,English,Twitter,salakokarzim,Lagos,2025,8,11,18,35,Monday,SYN_850371967018f7d8,Synthetic_ID,August,For accepting GMO you get honoured,positive,0,0,1,none,"Ikeja, Lagos",-1,0.03304307343828,"to, his, gmo, the, of",0.19810320591892386
@NphcdaNG @FMICNigeria @drfaisalshuaib @Fmohnigeria @NCDCgov @Chikwe_I @WHONigeria @UNICEF_Nigeria @DrEOEhanire @gavi @NGFSecretariat @WMulombo If we have this level of funfair on top giveaway vaccines. What would happen when we start buying our own. We'd declare public holiday. 😆😁😄,0.0,0.0,0.0,0.0,English,Twitter,Adelaja_keji,Lagos,2021,3,2,17,58,Tuesday,SYN_c41dea10cce2add8,Synthetic_ID,March,If we have this level of funfair on top giveaway vaccines What would happen when we start buying our own Wed declare public holiday,negative,1,0,0,anger,"Ikeja, Lagos",2,0.07077023912526734,"free, hospitals, its, with, the",0.1279974897764531
"@NphcdaNG @drfaisalshuaib @Fmohnigeria @NCDCgov @Chikwe_I @WHONigeria @UNICEF_Nigeria @DrEOEhanire @gavi @NGFSecretariat @WMulombo Must everything be ceremonial?
Just receive the packages and distribute accordingly.

What's with the photo ops? 😒",0.0,0.0,0.0,0.0,English,Twitter,nnamossai,Lagos,2021,3,2,16,3,Tuesday,SYN_9ab169e1ee4579d0,Synthetic_ID,March,Must everything be ceremonial Just receive the packages and distribute accordingly Whats with the photo ops,positive,0,0,1,none,"Ikeja, Lagos",2,0.06489156359933337,"free, hospitals, its, with, the",0.12053123509638691
@NphcdaNG @FMICNigeria @drfaisalshuaib @Fmohnigeria @NCDCgov @Chikwe_I @WHONigeria @UNICEF_Nigeria @DrEOEhanire @gavi @NGFSecretariat @WMulombo If we have this level of funfair on top giveaway vaccines. What would happen when we start buying our own. We'd declare public holiday. 😆😁😄,0.0,0.0,0.0,0.0,English,Twitter,Adelaja_keji,Lagos,2021,3,2,17,58,Tuesday,SYN_9673061cc7c1c029,Synthetic_ID,March,If we have this level of funfair on top giveaway vaccines What would happen when we start buying our own Wed declare public holiday,negative,1,0,0,anger,"Ikeja, Lagos",2,0.0755172492596995,"free, hospitals, its, with, the",0.13539773498076507
"@NphcdaNG @drfaisalshuaib @Fmohnigeria @NCDCgov @Chikwe_I @WHONigeria @UNICEF_Nigeria @DrEOEhanire @gavi @NGFSecretariat @WMulombo Must everything be ceremonial?
Just receive the packages and distribute accordingly.

What's with the photo ops? 😒",0.0,0.0,0.0,0.0,English,Twitter,nnamossai,Lagos,2021,3,2,16,3,Tuesday,SYN_3d0108ba7f0602a8,Synthetic_ID,March,Must everything be ceremonial Just receive the packages and distribute accordingly Whats with the photo ops,positive,0,0,1,none,"Ikeja, Lagos",2,0.06592662369896357,"free, hospitals, its, with, the",0.09495766566512379
"@oku_yungx @t_hollucrystal Wow

This is so educating

Thank you for sharing",0.0,0.0,1.0,32.0,English,Twitter,Hefeholuwa1,Lagos,2025,11,6,13,5,Thursday,SYN_b4898004bd5ef481,Synthetic_ID,November,Wow This is so educating Thank you for sharing,positive,0,0,1,none,"Ikeja, Lagos",1,0.15330522363668847,"so, congratulations, good, thank, baby",0.2191886748492791
@oku_yungx this 👌,0.0,0.0,1.0,21.0,English,Twitter,Lanre_Fresh231,Lagos,2025,11,6,15,43,Thursday,SYN_3f154243cb6b02f7,Synthetic_ID,November,this,positive,0,0,1,none,"Ikeja, Lagos",5,1.0,"when, yaaas, age, months, which",0.5680182070843618
"@pshegs As Nothing Good comes out of a poisonous tree, likewise, nothing good comes out of @BillGates of Hell!",0.0,0.0,4.0,263.0,English,Twitter,ezekielkelechi7,Lagos,2024,9,3,16,42,Tuesday,SYN_d01a2529d3a83cb6,Synthetic_ID,September,As Nothing Good comes out of a poisonous tree likewise nothing good comes out of of Hell,negative,1,0,0,none,"Ikeja, Lagos",9,0.25483279132180936,"healing, god, amen, jesus, divine",0.42971290798880124
@pshegs The gates of hell shall not prevail!,0.0,0.0,1.0,23.0,English,Twitter,AhambaBles1143,Lagos,2024,9,4,13,9,Wednesday,SYN_98680c1ca37b3a12,Synthetic_ID,September,The gates of hell shall not prevail,negative,1,0,0,none,"Ikeja, Lagos",13,0.6437681616821159,"healing, god, amen, jesus, divine",0.5546656548429266
"@pshegs we say a BIG NO to malaria vaccines, parents be careful and don't endanger the lives of your children. Make no mistakes about it, these vaccines are for population control and are not intended to cure malaria. They think we are ignorant but we know better now..",0.0,0.0,1.0,124.0,English,Twitter,seth2u,Lagos,2024,11,28,9,47,Thursday,SYN_01944f097564d2f9,Synthetic_ID,November,we say a BIG NO to malaria vaccines parents be careful and dont endanger the lives of your children Make no mistakes about it these vaccines are for population control and are not intended to cure malaria They think we are ignorant but we know better now,negative,1,0,0,fear,"Ikeja, Lagos",12,1.0,"malaria, we, are, no, vaccines",1.0
@pshegs you can just imagine,0.0,0.0,0.0,16.0,English,Twitter,uchelegede,Kaduna,2024,11,29,11,32,Friday,SYN_a88e7eb2584a131e,Synthetic_ID,November,you can just imagine,positive,0,0,1,none,"Kaduna, Kaduna",10,1.0,"imagine, can, just, you, doubt",1.0
"@pshegs we say a BIG NO to malaria vaccines, parents be careful and don't endanger the lives of your children. Make no mistakes about it, these vaccines are for population control and are not intended to cure malaria. They think we are ignorant but we know better now..",0.0,0.0,1.0,124.0,English,Twitter,seth2u,Lagos,2024,11,28,9,47,Thursday,SYN_aed5359ed4ff0fa5,Synthetic_ID,November,we say a BIG NO to malaria vaccines parents be careful and dont endanger the lives of your children Make no mistakes about it these vaccines are for population control and are not intended to cure malaria They think we are ignorant but we know better now,negative,1,0,0,fear,"Ikeja, Lagos",12,1.0,"malaria, we, are, no, vaccines",1.0
@pshegs you can just imagine,0.0,0.0,0.0,16.0,English,Twitter,uchelegede,Kaduna,2024,11,29,11,32,Friday,SYN_337d0f308812894d,Synthetic_ID,November,you can just imagine,positive,0,0,1,none,"Kaduna, Kaduna",10,1.0,"imagine, can, just, you, doubt",1.0
"@pshegs we say a BIG NO to malaria vaccines, parents be careful and don't endanger the lives of your children. Make no mistakes about it, these vaccines are for population control and are not intended to cure malaria. They think we are ignorant but we know better now..",0.0,0.0,1.0,124.0,English,Twitter,seth2u,Lagos,2024,11,28,9,47,Thursday,SYN_f30276ea4508227b,Synthetic_ID,November,we say a BIG NO to malaria vaccines parents be careful and dont endanger the lives of your children Make no mistakes about it these vaccines are for population control and are not intended to cure malaria They think we are ignorant but we know better now,negative,1,0,0,fear,"Ikeja, Lagos",12,1.0,"malaria, we, are, no, vaccines",1.0
@pshegs you can just imagine,0.0,0.0,0.0,16.0,English,Twitter,uchelegede,Kaduna,2024,11,29,11,32,Friday,SYN_c86773db3a4f0ea7,Synthetic_ID,November,you can just imagine,positive,0,0,1,none,"Kaduna, Kaduna",10,1.0,"imagine, can, just, you, doubt",1.0
"@pshegs As soon as he was appointed Min of Health and he left CEO at Gavi to take up the appointment, I knew they are about to try to force vaccines on Nigerians! However, the agenda is dead on arrival. What has been rejected in other climes will not be forced on Nigerians, NEVER!",1.0,3.0,5.0,156.0,English,Twitter,YinkaTinuade,Niger,2024,11,28,13,10,Thursday,SYN_ad78dab2c5a1daa2,Synthetic_ID,November,As soon as he was appointed Min of Health and he left CEO at Gavi to take up the appointment I knew they are about to try to force vaccines on Nigerians However the agenda is dead on arrival What has been rejected in other climes will not be forced on Nigerians NEVER,negative,1,0,0,anger,"Minna, Niger",6,0.29270319549225926,"to, his, gmo, the, of",0.44677438797904767
"@pshegs we say a BIG NO to malaria vaccines, parents be careful and don't endanger the lives of your children. Make no mistakes about it, these vaccines are for population control and are not intended to cure malaria. They think we are ignorant but we know better now..",0.0,0.0,1.0,124.0,English,Twitter,seth2u,Lagos,2024,11,28,9,47,Thursday,SYN_b5e457758118d3a9,Synthetic_ID,November,we say a BIG NO to malaria vaccines parents be careful and dont endanger the lives of your children Make no mistakes about it these vaccines are for population control and are not intended to cure malaria They think we are ignorant but we know better now,negative,1,0,0,fear,"Ikeja, Lagos",12,1.0,"malaria, we, are, no, vaccines",1.0
@pshegs you can just imagine,0.0,0.0,0.0,16.0,English,Twitter,uchelegede,Kaduna,2024,11,29,11,32,Friday,SYN_83a62808e2fb53af,Synthetic_ID,November,you can just imagine,positive,0,0,1,none,"Kaduna, Kaduna",10,1.0,"imagine, can, just, you, doubt",1.0
"@pshegs we say a BIG NO to malaria vaccines, parents be careful and don't endanger the lives of your children. Make no mistakes about it, these vaccines are for population control and are not intended to cure malaria. They think we are ignorant but we know better now..",0.0,0.0,1.0,124.0,English,Twitter,seth2u,Lagos,2024,11,28,9,47,Thursday,SYN_67dce62de56cd18e,Synthetic_ID,November,we say a BIG NO to malaria vaccines parents be careful and dont endanger the lives of your children Make no mistakes about it these vaccines are for population control and are not intended to cure malaria They think we are ignorant but we know better now,negative,1,0,0,fear,"Ikeja, Lagos",12,1.0,"malaria, we, are, no, vaccines",1.0
@pshegs you can just imagine,0.0,0.0,0.0,16.0,English,Twitter,uchelegede,Kaduna,2024,11,29,11,32,Friday,SYN_1bdcf0b01cfebcd2,Synthetic_ID,November,you can just imagine,positive,0,0,1,none,"Kaduna, Kaduna",10,1.0,"imagine, can, just, you, doubt",1.0
"@P_McCulloughMD @kapchatfield @US_FDA @TGAgovau failed to act on autopsy report confirming death due to @pfizer vax.

Family never contacted.
No acknowledgement.
No compensation.

Are regulators incompetent, manipulated or incentivised?

Is its duty to protect the public or Pharma sponsors?

https://t.co/0exc2erw21",1.0,0.0,1.0,59.0,English,Twitter,WildColonialGal,Lagos,2024,11,20,21,54,Wednesday,SYN_290a8d716c775fe6,Synthetic_ID,November,failed to act on autopsy report confirming death due to vax Family never contacted No acknowledgement No compensation Are regulators incompetent manipulated or incentivised Is its duty to protect the public or Pharma sponsors,negative,1,0,0,fear,"Ikeja, Lagos",-1,0.03589076462940905,,0.1311084292824677
@ruffydfire Who read everything to the end?,2.0,1.0,1.0,1970.0,English,Twitter,Alexandaahh,Enugu,2024,4,14,7,50,Sunday,SYN_f81711ab2bfc65f6,Synthetic_ID,April,Who read everything to the end,positive,0,0,1,none,"Enugu, Enugu",1,0.2700450031350207,"so, congratulations, good, thank, baby",0.39213606947135665
@ruffydfire Good news cuz health is wealth,0.0,0.0,0.0,172.0,English,Twitter,Dammy51041151,Lagos,2024,4,14,8,15,Sunday,SYN_26ff421cc30837a9,Synthetic_ID,April,Good news cuz health is wealth,positive,0,0,1,none,"Ikeja, Lagos",3,0.17094686426120023,"her, at, yrs, money, months",0.38707157365725203
"@SaharaReporters When are they starting to administer it?

I hope it is free.

They should use the budgeted fuel subsidy removal palliative to sponsor it.",0.0,0.0,0.0,349.0,English,Twitter,OOnuaja,Lagos,2023,4,17,15,41,Monday,SYN_624700e331489637,Synthetic_ID,April,When are they starting to administer it I hope it is free They should use the budgeted fuel subsidy removal palliative to sponsor it,positive,0,0,1,none,"Ikeja, Lagos",2,0.15107316961693074,"free, hospitals, its, with, the",0.2011531340143636
